x,y,region,dt_placement,year,month,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
-4.452114,5.533246,IC,2023-07-01,2023,7,2023-06-28,5.531376361966437,-4.453398021022917,,,,,,,,,,,,,2023-07-01,5.531376361966437,-4.453398021022917,,,5.531376361966437,-4.453398021022917,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.452114,5.551213,IC,2023-07-01,2023,7,2023-06-28,5.549342667648829,-4.453398021022917,,,,,,,,,,,,,2023-07-01,5.549342667648828,-4.453398021022917,,,5.549342667648828,-4.453398021022917,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.434073,5.533246,IC,2023-07-01,2023,7,2023-06-28,5.531376361966437,-4.435431715340526,,,,,,,,,,,,,2023-07-01,5.531376361966437,-4.435431715340526,,,5.531376361966437,-4.435431715340526,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.434073,5.551213,IC,2023-07-01,2023,7,2023-06-28,5.549342667648829,-4.435431715340526,,,,,,,,,,,,,2023-07-01,5.549342667648828,-4.435431715340526,,,5.549342667648828,-4.435431715340526,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.434073,5.56918,IC,2023-07-01,2023,7,2023-06-28,5.5673089733312215,-4.435431715340526,,,,,,,,,,,,,2023-07-01,5.5673089733312215,-4.435431715340526,,,5.5673089733312215,-4.435431715340526,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.416031,5.51528,IC,2023-07-01,2023,7,2023-06-28,5.5134100562840445,-4.417465409658133,,,,,,,,,,,,,2023-07-01,5.5134100562840445,-4.417465409658133,,,5.5134100562840445,-4.417465409658133,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.416031,5.533246,IC,2023-07-01,2023,7,2023-06-28,5.531376361966437,-4.417465409658133,,,,,,,,,,,,,2023-07-01,5.531376361966437,-4.417465409658133,,,5.531376361966437,-4.417465409658133,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.416031,5.551213,IC,2023-07-01,2023,7,2023-06-28,5.549342667648829,-4.417465409658133,,,,,,,,,,,,,2023-07-01,5.549342667648828,-4.417465409658133,,,5.549342667648828,-4.417465409658133,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.416031,5.56918,IC,2023-07-01,2023,7,2023-06-28,5.5673089733312215,-4.417465409658133,,,,,,,,,,,,,2023-07-01,5.5673089733312215,-4.417465409658133,,,5.5673089733312215,-4.417465409658133,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
-4.416031,5.587147,IC,2023-07-01,2023,7,2023-06-28,5.585275279013612,-4.417465409658133,,,,,,,,,,,,,2023-07-01,5.585275279013612,-4.417465409658133,,,5.585275279013612,-4.417465409658133,,,,,,,,,2023-07-01,5.5500253872642675,-4.450020355554233,0.0,2023-06-24,2023-06-17,2023-06-24,2023-06-17,0.0,0.0
