id,station_id,trapid_region,trapid,unique_code,oldid,x,y,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,culex pipiens,culex spp.,region,dt_placement_original,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
455,APGTR01,APGTR01_CR,APGTR01_EL43,APGTR01_EL4345005,APOTR0100,25.331566,35.332512,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL431,HERAKLION,CHERSONISOS,AGIA PELAGIA,Ecodev,,,Greece,2023-03-20,2023-03-04,35.332985912634165,25.33024522396241,0.4746317512274961,0.19866962305986705,-0.42525705246506734,-0.19866962305986705,0.2259069265569856,0.2574446702429935,-0.09445072248644323,-0.2574446702429935,0.3139256041066885,0.109692997148362,0.44299124035622334,0.109692997148362,2023-03-05,35.33298591263416,25.33024522396241,14503.0,14187.0,35.33298591263416,25.33024522396241,14389.692307692307,14154.210526315792,14348.0,14091.0,14621.866666666667,14169.785714285714,14817.133333333333,14245.928571428569,2023-03-05,35.350161700863396,25.3501159580449,47.164439898435376,2023-02-26,2023-02-19,2023-02-26,2023-02-19,7.473956395871937,7.473956395871937
493,MOITR02,MOITR02_CR,MOITR02_EL43,MOITR02_EL4345005,MOITR0200,24.873223,35.048491,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL431,HERAKLION,FAISTOS,MOIRES,Triple Trap,,,Greece,2023-03-20,2023-03-04,35.05001659813649,24.87210442906143,0.184958460865763,0.02846299810246682,-0.220445845530286,-0.02846299810246682,0.4101387937106057,0.16583748490432726,-0.3874221197870701,-0.16583748490432726,0.11953604913262345,0.08123008333784383,0.08503338016187474,0.08123008333784383,2023-03-05,35.05001659813649,24.87210442906143,14705.0,14169.0,35.05001659813649,24.872104429061427,14432.545454545454,14067.105263157895,14386.1,13933.263157894737,14718.083333333336,14110.294117647061,14989.266666666665,14230.4,2023-03-05,35.05016032857884,24.850113670903973,16.60875734104775,2023-02-26,2023-02-19,2023-02-26,2023-02-19,3.979665750870481,3.979665750870481
464,XERTR02,XERTR02_CR,XERTR02_EL43,XERTR02_EL4345005,GIOTR0200,25.109379,35.335973,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL431,HERAKLION,HERAKLION,XEROPOTAMOS,Ecodev,1.0,1.0,Greece,2023-03-20,2023-03-04,35.337477489054756,25.110157979353122,0.09106933019976496,0.010337323177366695,-0.08469626168224298,-0.010337323177366695,0.032517257659578816,0.09618053818835223,0.030157359199960668,-0.09618053818835223,0.1258736845395368,0.12896471711498564,0.2574619812365692,0.12896471711498564,2023-03-05,35.337477489054756,25.110157979353122,14404.0,14231.0,35.337477489054756,25.110157979353122,14358.571428571431,14200.235294117649,14385.272727272728,14060.230769230771,14569.6875,14236.714285714286,14747.25,14334.2,2023-03-05,35.350161700863396,25.150115043188528,33.32673577006426,2023-02-26,2023-02-19,2023-02-26,2023-02-19,7.580432077869773,7.580432077869773
469,IRATR05,IRATR05_CR,IRATR05_EL43,IRATR05_EL4345005,HRATR0500,25.154469,35.304555,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL431,HERAKLION,HERAKLION,IRAKLEIO,Ecodev,,,Greece,2023-03-20,2023-03-04,35.30603645411058,25.15507374355909,0.14653784219001612,0.17815774958632105,-0.0548148148148148,-0.17815774958632105,0.3557718799125398,0.20231660740014407,-0.3013074053198437,-0.20231660740014407,0.14915615610452726,0.091548664558453,0.13324504525267486,0.091548664558453,2023-03-05,35.30603645411057,25.15507374355909,14448.0,14175.0,35.30603645411057,25.155073743559093,14410.666666666664,14101.05882352941,14408.0,14030.625,14713.166666666664,14157.818181818182,14886.692307692307,14211.153846153846,2023-03-05,35.350161700863396,25.150115043188528,33.32673577006426,2023-02-26,2023-02-19,2023-02-26,2023-02-19,7.580432077869773,7.580432077869773
448,SKATR01,SKATR01_CR,SKATR01_EL43,SKATR01_EL4345005,ALMTR0100,25.056139,35.336701,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL431,HERAKLION,MALEVIZI,SKAFIDARAS,Ecodev,,,Greece,2023-03-20,2023-03-04,35.337477489054756,25.05625906230594,0.4565099945975148,0.20869760143465585,-0.3987029831387808,-0.20869760143465585,0.17792660753888884,0.2373209255136903,-0.021392435845482227,-0.2373209255136903,0.312891457570362,0.10226315272848477,0.4173182409539265,0.10226315272848477,2023-03-05,35.337477489054756,25.05625906230594,14385.0,14180.0,35.337477489054756,25.05625906230594,14364.083333333336,14118.176470588234,14385.909090909092,14033.928571428569,14564.933333333332,14179.5,14735.6875,14238.0625,2023-03-05,35.350161700863396,25.050114585760344,31.897765030735172,2023-02-26,2023-02-19,2023-02-26,2023-02-19,5.329546442022547,5.329546442022547
459,SKATR02,SKATR02_CR,SKATR02_EL43,SKATR02_EL4345005,GAZTR0100,25.065026,35.334606,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL431,HERAKLION,MALEVIZI,SKAFIDARAS,Ecodev,,,Greece,2023-03-20,2023-03-04,35.332985912634165,25.065242215147137,0.4833370610601656,0.2461480646373544,-0.4327068481313459,-0.2461480646373544,0.4579977629076951,0.2245628569063132,-0.4109894046514455,-0.2245628569063132,0.09736192206314223,0.06445368779317849,0.07200535148890069,0.06445368779317849,2023-03-05,35.33298591263416,25.065242215147137,14409.0,14135.0,35.33298591263416,25.065242215147137,14359.846153846154,14020.705882352939,14397.166666666664,14004.066666666668,14619.4,14146.142857142857,14809.76923076923,14220.466666666667,2023-03-05,35.350161700863396,25.050114585760344,31.897765030735172,2023-02-26,2023-02-19,2023-02-26,2023-02-19,5.329546442022547,5.329546442022547
454,ANNTR04,ANNTR04_CR,ANNTR04_EL43,ANNTR04_EL4345005,ANITR0400,25.713312,35.185806,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL432,LASITHI,AGIOS NIKOLAOS,AGIOS NIKOLAOS,Ecodev,,,Greece,2023-03-20,2023-03-04,35.184763890754425,25.712029219713248,0.2539795675932526,0.132618025751073,-0.24275959500824115,-0.132618025751073,0.17731262557160846,0.12684781164302955,-0.14754720525851167,-0.12684781164302955,0.09894044058011353,0.03426958772693301,0.13265318920933064,0.03426958772693301,2023-03-05,35.184763890754425,25.712029219713248,14700.0,14020.0,35.184763890754425,25.712029219713248,14421.642857142857,14173.052631578948,14351.285714285714,14124.307692307693,14677.76923076923,14183.666666666664,14870.35294117647,14274.0625,2023-03-05,35.15016078600702,25.750117787757638,41.69115678423702,2023-02-26,2023-02-19,2023-02-26,2023-02-19,3.820104319602251,4.57910090056248
449,ADRTR01,ADRTR01_CR,ADRTR01_EL43,ADRTR01_EL4345005,AMMTR0100,25.706695,35.174189,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL432,LASITHI,AGIOS NIKOLAOS,AMMOYDARA,Ecodev,,,Greece,2023-03-20,2023-03-04,35.175780737913236,25.707537643292646,0.2426729191090269,0.1016420702556641,-0.2203545935988948,-0.1016420702556641,0.2919364232510667,0.10047647658623578,-0.2651249997372127,-0.10047647658623578,0.0695320204403079,0.025578127224737242,0.08071172786724244,0.025578127224737242,2023-03-05,35.17578073791323,25.707537643292646,14703.0,14020.0,35.17578073791323,25.707537643292646,14398.0,14192.65,14319.411764705883,14111.153846153846,14669.23076923077,14182.466666666667,14878.133333333333,14267.588235294117,2023-03-05,35.15016078600702,25.750117787757638,41.69115678423702,2023-02-26,2023-02-19,2023-02-26,2023-02-19,3.820104319602251,4.57910090056248
484,LIMTR01,LIMTR01_CR,LIMTR01_EL43,LIMTR01_EL4345005,LIMTR0100,25.638913,35.245601,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL432,LASITHI,AGIOS NIKOLAOS,LIMNES,Triple Trap,,,Greece,2023-03-20,2023-03-04,35.24764596064279,25.64016399698368,0.256857855361596,0.17248255234297108,-0.1991842284160435,-0.17248255234297108,0.3034810689085797,0.20038043212327508,-0.2316802197582792,-0.20038043212327508,0.04849264909522814,0.02220305295116774,0.03554465366522573,0.02220305295116774,2023-03-05,35.24764596064279,25.64016399698368,14558.0,14165.0,35.24764596064279,25.64016399698368,14362.375,14038.722222222224,14265.285714285714,14017.357142857143,14654.0,14141.5,14724.866666666667,14199.384615384617,2023-03-05,35.25016124343521,25.650117330329454,66.5443559833584,2023-02-26,2023-02-19,2023-02-26,2023-02-19,4.399718226864934,4.399718226864934
471,IERTR02,IERTR02_CR,IERTR02_EL43,IERTR02_EL4345005,IERTR0200,25.726225,35.010131,2023-03-05,12,3,2023,EL,0,Greece,EL4,"AEGEAN ISLANDS, CRETE",EL43,CRETE,EL432,LASITHI,IERAPETRA,IERAPETRA,Triple Trap,,,Greece,2023-03-20,2023-03-04,35.009592410351104,25.72550394897504,0.2397245056654077,0.11778846153846155,-0.2394491337183474,-0.11778846153846155,0.1257193198105422,0.23736935652579866,-0.03436513816539498,-0.23736935652579866,0.2263615308809053,0.1308182438999961,0.33442235448446805,0.1308182438999961,2023-03-05,35.009592410351104,25.72550394897504,14683.0,14115.0,35.009592410351104,25.72550394897504,14506.466666666667,14162.470588235294,14482.0,14052.235294117649,14637.272727272728,14155.8125,14859.818181818182,14247.166666666664,2023-03-05,35.05016032857884,25.750117787757638,17.919223355980964,2023-02-26,2023-02-19,2023-02-26,2023-02-19,1.043378989212215,1.043378989212215
